stroke_count,character,pinyin
10,宴,yàn
10,宵,xiāo
10,宸,chén
9,宬,chéng
10,宧,yí
11,密,mì
11,寄,jì
11,寂,jì
11,宿,sù
11,寇,kòu
11,寅,yín
11,寁,zǎn
12,富,fù
12,寒,hán
12,寓,yù
12,寐,mèi
3,寸,cùn
5,对,duì
6,导,dǎo
6,寺,sì
7,寿,shòu
9,封,fēng
10,射,shè
11,尉,wèi
12,尊,zūn
3,小,xiǎo
4,少,shǎo
5,尔,ěr
5,尕,gǎ
6,当,dāng
6,尖,jiān
6,尘,chén
8,尚,shàng
9,尝,cháng
9,尜,gá
12,辉,huī
3,尢,yóu
4,尤,yóu
13,尴,gān
6,尥,liào
7,尬,gà
7,尪,wāng
7,尨,máng
12,就,jiù
3,尸,shī
4,尺,chǐ
4,尹,yǐn
14,屣,xǐ
15,履,lǚ
15,屦,jù
5,尼,ní
5,尻,kāo
6,尽,jǐn
7,局,jú
7,层,céng
7,尾,wěi
7,尿,niào
7,屁,pì
7,屃,xì
8,居,jū
8,届,jiè
8,屈,qū
8,屉,tì
9,屋,wū
9,屏,píng
9,昼,zhòu
9,屎,shǐ
10,展,zhǎn
10,屑,xiè
10,屐,jī
10,屙,ē
12,属,shǔ
11,屠,tú
12,屡,lǚ
4,屯,tún
3,山,shān
13,嵩,sōng
13,嵊,shèng
13,嵴,jǐ
12,嵬,wéi
12,嵯,cuó
12,嵫,zī
13,嵲,niè
14,嶂,zhàng
13,嶅,áo
14,嶍,xí
15,嶙,lín
15,嶝,dèng
9,峣,yáo
12,嵚,qīn
15,嶓,bō
15,㠇,jiù
15,嶟,zūn
15,嶒,céng
8,峃,xué
10,崄,xiǎn
15,嶲,xī
16,㠓,méng
16,𪩘,yǎn
16,嶦,zhān
17,嶷,yí
19,巅,diān
20,巉,chán
20,巇,xī
20,巍,wēi
6,岁,suì
6,岂,qǐ
6,屿,yǔ
6,屹,yì
6,屺,qǐ
6,屼,wù
6,屾,shēn
7,岛,dǎo
7,岗,gǎng
7,岚,lán
7,岔,chà
7,岑,cén
7,岐,qí
7,岖,qū
6,岌,jí
7,岘,xiàn
7,岜,bā
7,岙,ào
7,岈,yá
7,𫵷,lì
7,岊,jié
8,岸,àn
8,岩,yán
8,岳,yuè
8,岭,lǐng
8,岬,jiǎ
8,岱,dài
8,岷,mín
8,岫,xiù
8,峁,mǎo
8,岢,kě
8,峄,yì
8,岵,hù
8,岿,kuī
8,岣,gǒu
8,岽,dōng
7,岠,jù
8,岨,qū
8,岞,zuò
8,峂,tóng
8,㟃,sī
9,峡,xiá
9,峙,zhì
9,峦,luán
9,峋,xún
9,峒,dòng
9,峥,zhēng
9,峤,jiào
7,岍,qiān
9,峘,huán
9,峛,lǐ
9,𪨰,qū
9,峗,wéi
9,峧,jiāo
10,峰,fēng
10,峻,jùn
10,峭,qiào
10,峨,é
10,峪,yù
10,崂,láo
10,崃,lái
10,崁,kàn
10,峿,yǔ
10,𪨶,shē
10,崀,làng
10,峱,náo
11,崇,chóng
11,崩,bēng
11,崖,yá
11,崔,cuī
11,崎,qí
11,崭,zhǎn
11,崛,jué
11,崆,kōng
11,崧,sōng
11,崮,gù
11,崞,guō
11,崤,xiáo
11,崦,yān
11,崚,léng
11,崟,yín
11,崒,zú
11,崌,jū
11,崡,hán
12,嵌,qiàn
12,崽,zǎi
12,嵋,méi
12,嵇,jī
12,崴,wǎi
12,嵘,róng
12,崾,yǎo
12,嵝,lǒu
12,嵛,yú
12,嵖,chá
12,嵎,yú
12,崶,fēng
12,嵁,kān
12,𫶇,dié
12,嵅,hán
12,崿,è
3,川,chuān
3,巛,chuān
6,州,zhōu
6,巡,xún
11,巢,cháo
3,工,gōng
5,左,zuǒ
4,巨,jù
5,巧,qiǎo
6,巩,gǒng
7,巫,wū
9,差,chà
12,巯,qiú
3,已,yǐ
3,己,jǐ
3,巳,sì
4,巴,bā
9,巷,xiàng
12,巽,xùn
3,巾,jīn
4,币,bì
13,幌,huǎng
13,幕,mù
14,幔,màn
14,幛,zhàng
14,幖,biāo
15,幢,chuáng
15,幡,fān
15,幞,fú
16,幪,méng
5,市,shì
5,布,bù
5,帅,shuài
6,师,shī
6,帆,fān
7,希,xī
7,帐,zhàng
7,帏,wéi
8,帕,pà
8,帘,lián
8,帜,zhì
8,帖,tiē
8,帚,zhǒu
8,帛,bó
8,帙,zhì
8,帑,tǎng
8,帔,pèi
9,带,dài
9,帝,dì
9,帧,zhèng
9,帡,píng
9,帮,bāng
10,席,xí
10,帱,chóu
10,帨,shuì
11,常,cháng
11,帷,wéi
11,帼,guó
11,帻,zé
12,幅,fú
12,帽,mào
12,幄,wò
3,干,gàn
5,平,píng
6,年,nián
6,并,bìng
8,幸,xìng
9,顸,hān
3,乡,xiāng
3,幺,yāo
4,幻,huàn
5,幼,yòu
9,幽,yōu
3,广,guǎng
13,廉,lián
12,廋,sōu
12,廆,guī
14,廖,liào
13,廓,kuò
14,廑,jǐn
13,廒,áo
11,庼,qǐng
15,廛,chán
14,廙,yì
16,廪,lǐn
16,廨,xiè
5,庀,pǐ
6,庄,zhuāng
6,庆,qìng
7,应,yīng
7,序,xù
7,床,chuáng
7,库,kù
7,庇,bì
7,庐,lú
7,庑,wǔ
7,庋,guǐ
8,府,fǔ
8,底,dǐ
8,店,diàn
8,废,fèi
8,庞,páng
8,庙,miào
8,庚,gēng
8,庖,páo
9,度,dù
9,庠,xiáng
9,庥,xiū
9,庤,zhì
10,座,zuò
9,庭,tíng
11,康,kāng
11,庸,yōng
11,庶,shù
11,庵,ān
11,庹,tuǒ
11,庳,bì
11,庱,chěng
11,廊,láng
12,赓,gēng
11,庾,yǔ
12,𫷷,xīn
6,延,yán
6,廷,tíng
8,建,jiàn
4,开,kāi
4,廿,niàn
14,弊,bì
5,弁,biàn
6,异,yì
7,弄,nòng
7,弃,qì
8,弆,jǔ
9,弈,yì
9,弇,yǎn
3,弋,yì
6,式,shì
8,甙,dài
9,贰,èr
12,弑,shì
3,弓,gōng
4,引,yǐn
13,彀,gòu
5,弗,fú
5,弘,hóng
6,弛,chí
7,张,zhāng
7,弟,dì
7,𫸩,kōu
8,弥,mí
8,弦,xián
8,弧,hú
8,弩,nǔ
8,弢,tāo
8,弨,chāo
9,弯,wān
9,弭,mǐ
10,弱,ruò
11,弹,dàn
11,弸,péng
11,弶,jiàng
12,强,qiáng
12,弼,bì
18,彝,yí
5,归,guī
5,刍,chú
19,彟,yuē
6,寻,xún
7,灵,líng
8,录,lù
9,彖,tuàn
11,彗,huì
12,彘,zhì
3,彡,shān
14,彰,zhāng
15,影,yǐng
7,形,xíng
7,彤,tóng
9,须,xū
9,彦,yàn
10,彧,yù
11,彩,cǎi
11,彪,biāo
11,彬,bīn
12,彭,péng
3,彳,chì
13,微,wēi
13,徭,yáo
15,德,dé
15,徵,zhēng
16,徼,jiǎo
17,徽,huī
7,彻,chè
7,役,yì
7,彷,fǎng
8,往,wǎng
8,征,zhēng
8,彼,bǐ
8,径,jìng
8,徂,cú
9,很,hěn
9,律,lǜ
9,待,dài
9,後,hòu
9,徊,huái
9,徇,xùn
9,徉,yáng
10,徒,tú
10,徐,xú
10,徕,lái
11,得,dé
12,御,yù
11,衔,xián
11,徘,pái
11,徙,xǐ
11,徜,cháng
11,徛,jì
12,循,xún
12,徨,huáng
4,心,xīn
5,必,bì
4,忆,yì
14,愿,yuàn
13,慈,cí
12,慌,huāng
13,慎,shèn
12,愧,kuì
13,慑,shè
13,愫,sù
13,慊,qiàn
13,愭,qí
13,慆,tāo
14,慢,màn
15,慧,huì
15,慰,wèi
14,慕,mù
14,慷,kāng
14,慵,yōng
14,慝,tè
13,慥,zào
14,慬,qín
15,慭,yìn
15,憎,zēng
15,憋,biē
15,憔,qiáo
15,憧,chōng
15,憬,jǐng
15,憨,hān
16,憩,qì
16,憝,duì
15,憭,liǎo
15,憕,chéng
16,憙,xī
15,懂,dǒng
16,懒,lǎn
16,憾,hàn
16,懈,xiè
15,懊,ào
17,懋,mào
17,懑,mèn
16,懔,lǐn
16,憷,chù
16,憺,dàn
17,懦,nuò
18,懵,měng
22,懿,yì
5,忉,dāo
25,戆,gàng
7,志,zhì
6,忙,máng
7,忘,wàng
7,忍,rěn
7,忌,jì
6,忖,cǔn
7,忒,tè
6,忏,chàn
7,忐,tǎn
7,忑,tè
7,快,kuài
8,念,niàn
8,态,tài
7,怀,huái
8,忽,hū
8,忠,zhōng
7,忧,yōu
8,忿,fèn
7,忡,chōng
7,忱,chén
7,怅,chàng
8,怂,sǒng
7,怆,chuàng
7,忻,xīn
8,忝,tiǎn
7,忸,niǔ
7,忾,kài
7,忤,wǔ
7,忪,sōng
7,怄,òu
7,忮,zhì
7,忭,biàn
7,忳,tún
7,忺,xiān
8,忞,mín
8,性,xìng
9,思,sī
9,怎,zěn
8,怕,pà
9,急,jí
8,怪,guài
9,怒,nù
8,怜,lián
9,怨,yuàn
8,怖,bù
8,怔,zhēng
8,怯,qiè
8,怡,yí
9,怠,dài
8,怦,pēng
8,怏,yàng
8,怵,chù
9,怼,duì
8,怩,ní
8,怛,dá
8,怙,hù
8,怫,fú
7,怃,wǔ
8,怿,yì
8,怍,zuò
8,怊,chāo
8,㤘,zhòu
10,息,xī
10,恶,è
10,恩,ēn
10,恐,kǒng
10,虑,lǜ
9,恨,hèn
9,恰,qià
9,恢,huī
10,恋,liàn
9,恼,nǎo
10,恭,gōng
9,恒,héng
10,恳,kěn
10,恕,shù
9,恍,huǎng
9,恤,xù
9,恃,shì
9,恺,kǎi
9,恪,kè
9,恬,tián
10,恙,yàng
9,恻,cè
10,恚,huì
10,恣,zì
9,恫,dòng
9,恸,tòng
9,恽,yùn
9,恂,xún
10,恁,nèn
9,恹,yān
10,恧,nǜ
10,恝,jiá
9,恓,xī
9,恔,jiǎo
11,您,nín
11,患,huàn
11,悉,xī
10,悄,qiāo
10,悟,wù
10,悔,huǐ
11,悬,xuán
10,悦,yuè
11,悠,yōu
10,悯,mǐn
10,悍,hàn
10,悖,bèi
10,悚,sǒng
11,恿,yǒng
10,悌,tì
10,悭,qiān
10,悒,yì
11,悫,què
10,悝,kuī
10,悛,quān
10,悃,kǔn
10,悈,jiè
10,悢,liàng
11,悆,yù
11,情,qíng
11,惊,jīng
12,悲,bēi
11,惯,guàn
11,惜,xī
12,惠,huì
11,惨,cǎn
12,惑,huò
11,惧,jù
12,惩,chéng
11,惟,wéi
11,惕,tì
11,惭,cán
11,悼,dào
11,惚,hū
11,惘,wǎng
11,悴,cuì
11,悸,jì
11,惋,wǎn
11,惮,dàn
11,悻,xìng
11,惦,diàn
11,惬,qiè
11,惆,chóu
11,悱,fěi
11,惝,chǎng
11,惇,dūn
11,㥄,líng
11,惛,hūn
11,惔,tán
11,悰,cóng
11,惙,chuò
12,惎,jì
13,想,xiǎng
13,意,yì
13,感,gǎn
13,愈,yù
12,愤,fèn
13,愚,yú
12,愉,yú
13,愁,chóu
12,慨,kǎi
12,愣,lèng
12,惹,rě
12,惶,huáng
12,愕,è
12,惰,duò
12,惺,xīng
12,惴,zhuì
12,愠,yùn
12,愎,bì
13,愆,qiān
13,愍,mǐn
12,愀,qiǎo
12,愦,kuì
12,愔,yīn
12,愐,miǎn
12,愃,xuān
4,戈,gē
5,戊,wù
5,戋,jiān
14,截,jié
14,戬,jiǎn
15,戮,lù
15,戭,yǎn
17,戴,dài
18,戳,chuō
6,戏,xì
6,戎,róng
6,戍,shù
6,戌,xū
7,我,wǒ
6,成,chéng
7,戒,jiè
8,或,huò
8,戕,qiāng
8,戗,qiāng
9,战,zhàn
10,载,zài
11,戚,qī
11,戛,jiá
12,戟,jǐ
13,戡,kān
13,戥,děng
12,戢,jí
13,戤,gài
13,戣,kuí
4,户,hù
8,所,suǒ
8,房,fáng
8,戾,lì
8,戽,hù
9,扁,biǎn
9,扃,jiōng
9,扂,diàn
10,扇,shàn
10,扅,yí
10,扆,yǐ
11,扈,hù
12,扉,fēi
12,扊,yǎn
4,手,shǒu
3,才,cái
4,扎,zhā
13,摇,yáo
13,搞,gǎo
13,摆,bǎi
13,摄,shè
13,搬,bān
12,搭,dā
13,携,xié
13,摊,tān
13,搏,bó
12,搓,cuō
12,搔,sāo
13,搐,chù
13,搪,táng
13,摈,bìn
12,搽,chá
13,搡,sǎng
13,摁,èn
14,搿,gé
14,搴,qiān
13,搠,shuò
13,搦,nuò
13,摅,shū
13,搛,jiān
13,搋,chuāi
13,搌,zhǎn
13,搒,bàng
15,摩,mó
13,摸,mō
14,摘,zhāi
14,摧,cuī
14,摔,shuāi
14,摹,mó
12,摒,bǐng
14,撂,liào
14,摞,luò
14,摺,zhé
14,摭,zhí
14,撄,yīng
14,摽,biāo
13,摛,chī
14,摏,chōng
14,摴,chū
15,撤,chè
15,播,bō
15,撒,sā
15,撞,zhuàng
15,撑,chēng
15,撰,zhuàn
15,撕,sī
14,撇,piē
15,撮,cuō
15,撩,liāo
15,撬,qiào
15,撵,niǎn
15,撸,lū
15,撅,juē
15,撷,xié
15,撺,cuān
15,撙,zǔn
9,挦,xián
14,撖,hàn
16,操,cāo
16,擅,shàn
15,擒,qín
16,撼,hàn
16,擎,qíng
16,擂,léi
16,擞,sǒu
17,擘,bāi
16,擀,gǎn
16,擐,huàn
16,擗,pǐ
17,擦,cā
17,擢,zhuó
17,擤,xǐng
19,攀,pān
17,擿,tī
19,攒,zǎn
19,攉,huō
20,攘,rǎng
21,㩳,sǒng
5,打,dǎ
5,扑,pū
5,扔,rēng
5,扒,bā
23,攫,jué
23,攥,zuàn
25,攮,nǎng
6,执,zhí
6,托,tuō
6,扩,kuò
6,扬,yáng
6,扫,sǎo
6,扣,kòu
6,扛,káng
6,扪,mén
6,扦,qiān
6,扞,gǎn
7,把,bǎ
7,报,bào
7,技,jì
7,找,zhǎo
7,投,tóu
7,护,hù
7,批,pī
8,承,chéng
7,抗,kàng
7,抓,zhuā
7,折,zhé
7,抢,qiǎng
7,扰,rǎo
7,扶,fú
7,抛,pāo
7,抚,fǔ
7,抑,yì
7,抖,dǒu
7,扭,niǔ
7,扮,bàn
7,扯,chě
7,抄,chāo
7,扼,è
7,抒,shū
7,扳,bān
7,抉,jué
7,抡,lūn
7,抠,kōu
7,抟,tuán
7,抔,póu
7,抃,biàn
7,㧐,sǒng
7,扽,dèn
7,扺,zhǐ
7,㧑,huī
8,拉,lā
8,担,dān
8,招,zhāo
8,择,zé
8,拥,yōng
8,抵,dǐ
8,抱,bào
8,拍,pāi
8,抽,chōu
9,拜,bài
7,拒,jù
8,抬,tái
8,拖,tuō
8,拔,bá
7,拟,nǐ
8,押,yā
8,拨,bō
8,拦,lán
8,披,pī
8,拆,chāi
8,抹,mǒ
8,拘,jū
8,拐,guǎi
8,拓,tà
8,拢,lǒng
8,拂,fú
8,拙,zhuō
8,拣,jiǎn
8,拚,pàn
8,拇,mǔ
8,拧,níng
8,拎,līn
8,抨,pēng
8,拌,bàn
8,拈,niān
8,拗,ǎo
8,抿,mǐn
8,拄,zhǔ
8,抻,chēn
8,拊,fǔ
8,㧟,kuǎi
8,拤,qiá
8,拃,zhǎ
9,指,zhǐ
9,持,chí
9,按,àn
10,拿,ná
9,挥,huī
9,括,kuò
9,挂,guà
9,挑,tiāo
9,挤,jǐ
10,拳,quán
9,拼,pīn
9,挖,wā
9,挣,zhēng
9,挡,dǎng
9,拾,shí
9,拱,gǒng
9,拯,zhěng
9,挠,náo
9,挟,xié
10,挚,zhì
9,拴,shuān
9,拷,kǎo
9,拽,zhuāi
9,拭,shì
10,挛,luán
9,挝,wō
9,挎,kuà
9,挞,tà
9,拮,jié
10,挈,qiè
9,拶,zā
9,挢,jiǎo
9,挓,zhā
10,换,huàn
10,损,sǔn
10,振,zhèn
10,捕,bǔ
9,挺,tǐng
10,捉,zhuō
10,挨,āi
9,挪,nuó
10,挽,wǎn
10,捐,juān
10,挫,cuò
10,捏,niē
10,捞,lāo
10,捆,kǔn
10,捣,dǎo
10,捡,jiǎn
10,捂,wǔ
10,捍,hàn
10,捅,tǒng
10,捎,shāo
10,捋,lǚ
11,挲,sā
11,掴,guāi
10,捌,bā
10,挹,yì
10,捃,jùn
11,接,jiē
11,据,jù
11,推,tuī
11,排,pái
11,控,kòng
11,掉,diào
12,掌,zhǎng
11,探,tàn
11,授,shòu
11,措,cuò
11,掩,yǎn
11,捷,jié
11,掠,lüè
11,掘,jué
11,掏,tāo
11,捧,pěng
11,掀,xiān
11,掷,zhì
11,掺,càn
11,掳,lǔ
11,捻,niǎn
11,捶,chuí
11,掐,qiā
12,掣,chè
11,捺,nà
11,掖,yē
11,掂,diān
12,掰,bāi
11,捱,ái
11,掬,jū
11,掸,dǎn
11,掇,duō
11,掮,qián
11,掼,guàn
11,捩,liè
11,捭,bǎi
11,掊,póu
11,掎,jǐ
11,掭,tiàn
11,捯,dáo
11,捽,zuó
11,掞,shàn
12,提,tí
12,握,wò
12,援,yuán
11,描,miáo
12,插,chā
12,搜,sōu
12,揭,jiē
12,搁,gē
12,搅,jiǎo
12,搂,lǒu
12,揽,lǎn
12,揉,róu
12,揣,chuāi
12,揪,jiū
12,搀,chān
12,揖,yī
12,揍,zòu
12,揩,kāi
12,揆,kuí
12,揄,yú
12,揿,qìn
11,揶,yé
12,掾,yuàn
12,揎,xuān
12,揠,yà
12,揸,zhā
12,揲,dié
12,揞,ǎn
12,揳,xiē
12,揕,zhèn
4,支,zhī
4,攵,pū
4,攴,pū
14,敲,qiāo
16,整,zhěng
15,敷,fū
12,敩,xiào
6,收,shōu
7,改,gǎi
7,攻,gōng
7,攸,yōu
9,政,zhèng
8,放,fàng
8,攽,bān
9,故,gù
10,效,xiào
10,敉,mǐ
11,教,jiào
11,救,jiù
11,敏,mǐn
11,敛,liǎn
11,敕,chì
10,敖,áo
11,敔,yǔ
11,敢,gǎn
12,散,sàn
12,敦,dūn
12,敞,chǎng
11,敝,bì
13,数,shù
12,敬,jìng
13,敫,jiǎo
4,文,wén
16,斓,lán
10,斋,zhāi
12,斌,bīn
12,斑,bān
12,斐,fěi
4,斗,dòu
14,斡,wò
14,斠,jiào
10,料,liào
11,斜,xié
11,斛,hú
12,斝,jiǎ
13,斟,zhēn
4,斤,jīn
5,斥,chì
17,斶,chù
8,斧,fǔ
9,斫,zhuó
10,颀,qí
11,断,duàn
12,斯,sī
13,新,xīn
4,方,fāng
14,旗,qí
14,旖,yǐ
18,旞,suì
8,於,yú
9,施,shī
10,旅,lǚ
10,旁,páng
10,旃,zhān
10,旆,pèi
10,旄,máo
11,族,zú
11,旋,xuán
11,旌,jīng
11,旎,nǐ
12,旐,zhào
13,旒,liú
4,无,wú
9,既,jì
4,日,rì
5,旧,jiù
5,旦,dàn
14,暨,jì
14,暧,ài
14,暝,míng
14,㬎,xiǎn
15,暴,bào
14,暮,mù
15,暵,hàn
15,暲,zhāng
15,暶,xuán
15,暹,xiān
16,暾,tūn
16,暿,xǐ
16,曌,zhào
16,曈,tóng
16,㬚,chè
17,曙,shǔ
18,曜,yào
18,曛,xūn
19,曝,pù
20,曦,xī
9,昽,lóng
21,曩,nǎng
6,早,zǎo
6,旨,zhǐ
6,旬,xún
6,旭,xù
6,旯,lá
6,旮,gā
7,时,shí
7,旱,hàn
7,旷,kuàng
7,旰,gàn
7,旸,yáng
7,旴,xū
7,旵,chǎn
8,明,míng
8,易,yì
8,昏,hūn
8,昌,chāng
8,昆,kūn
8,昂,áng
8,畅,chàng
8,旺,wàng
8,昔,xī
8,昊,hào
8,昙,tán
8,昕,xīn
8,昀,yún
8,昃,zè
8,旻,mín
8,昉,fǎng
8,𬀩,wěi
8,𬀪,xiàn
8,旿,wǔ
8,昇,shēng
8,昄,bǎn
8,昒,hū
8,昈,hù
9,是,shì
9,显,xiǎn
9,星,xīng
9,春,chūn
9,映,yìng
9,昨,zuó
9,昭,zhāo
9,昧,mèi
9,昵,nì
9,昱,yù
9,昶,chǎng
9,昴,mǎo
9,昝,zǎn
9,昺,bǐng
9,昳,dié
9,昣,zhěn
9,昤,líng
9,昫,xù
9,昡,xuàn
9,昪,biàn
10,晓,xiǎo
10,晋,jìn
10,晃,huǎng
10,晕,yūn
10,晒,shài
10,晌,shǎng
10,晖,huī
10,晏,yàn
10,晁,cháo
10,晔,yè
10,晅,xuǎn
10,晊,zhì
10,晐,gāi
11,晚,wǎn
11,曼,màn
11,晨,chén
11,晤,wù
11,晦,huì
11,晗,hán
10,晟,chéng
11,晡,bū
11,晞,xī
11,晢,zhé
11,㫰,làng
11,晙,jùn
12,普,pǔ
12,景,jǐng
12,智,zhì
12,暂,zàn
12,晶,jīng
12,晴,qíng
12,晰,xī
12,暑,shǔ
12,晾,liàng
12,晷,guǐ
12,晫,zhuó
12,晪,tiǎn
12,晱,shǎn
13,暗,àn
13,暖,nuǎn
13,暇,xiá
13,暄,xuān
13,暌,kuí
13,暕,jiǎn
13,㬊,huàn
13,暅,gèng
4,曰,yuē
5,电,diàn
6,曲,qū
6,曳,yè
7,更,gèng
9,曷,hé
11,曹,cáo
12,最,zuì
12,曾,céng
12,替,tì
4,月,yuè
16,膶,rùn
17,朦,méng
6,有,yǒu
8,服,fú
8,朋,péng
9,朐,qú
9,朏,fěi
10,朕,zhèn
10,朔,shuò
10,朓,tiǎo
11,望,wàng
10,朗,lǎng
12,期,qī
12,朝,cháo
4,木,mù
5,本,běn
5,术,shù
5,未,wèi
5,末,mò
5,札,zhá
14,榜,bǎng
14,榴,liú
14,榻,tà
13,槐,huái
14,槛,kǎn
14,榨,zhà
14,槟,bīn
13,槌,chuí
14,榕,róng
14,榭,xiè
14,榷,què
14,槁,gǎo
14,榛,zhēn
14,榫,sǔn
13,槎,chá
14,榧,fěi
14,槊,shuò
14,榱,cuī
14,槔,gāo
14,槠,zhū
14,榍,xiè
14,榖,gǔ
14,榰,zhī
14,榑,fú
14,𣗋,dǎng
14,槜,zuì
14,槃,pán
14,模,mó
15,横,héng
15,樱,yīng
15,槽,cáo
15,樊,fán
15,樟,zhāng
15,槭,qī
15,樯,qiáng
15,槿,jǐn
15,槲,hú
15,樗,chū
15,樘,táng
15,橥,zhū
16,樨,xī
14,㮾,lǎng
15,槱,yǒu
15,橡,xiàng
16,橱,chú
16,樵,qiáo
15,橄,gǎn
16,橙,chéng
16,橘,jú
16,橇,qiāo
16,橹,lǔ
16,橐,tuó
16,樽,zūn
16,樾,yuè
16,橛,jué
16,橼,yuán
16,橞,huì
16,橑,lǎo
16,橦,tóng
17,檐,yán
17,檀,tán
17,檄,xí
17,檩,lǐn
16,檠,qíng
16,檎,qín
17,檗,bò
17,檑,léi
14,槚,jiǎ
17,檞,jiě
17,檬,méng
18,檫,chá
17,櫆,kuí
19,㰀,lí
20,欂,bó
6,机,jī
6,权,quán
6,杀,shā
6,杂,zá
6,朱,zhū
6,朵,duǒ
6,朴,pǔ
6,朽,xiǔ
6,朳,bā
6,朸,lì
7,来,lái
7,条,tiáo
7,极,jí
7,李,lǐ
7,村,cūn
7,材,cái
7,束,shù
7,杨,yáng
7,杜,dù
7,杆,gān
7,杖,zhàng
7,杉,shān
7,杏,xìng
7,杠,gāng
7,杞,qǐ
7,杈,chā
7,杓,biāo
7,杌,wù
7,杩,mà
7,杕,dì
7,杙,yì
7,杄,qiān
7,杧,máng
8,果,guǒ
8,林,lín
8,构,gòu
8,枪,qiāng
8,松,sōng
8,板,bǎn
8,析,xī
8,杰,jié
8,杯,bēi
8,枝,zhī
8,枚,méi
8,杭,háng
8,枕,zhěn
8,枢,shū
8,枣,zǎo
8,枉,wǎng
8,枫,fēng
8,枭,xiāo
8,杳,yǎo
8,枞,cōng
8,杵,chǔ
8,杲,gǎo
8,杼,zhù
8,杷,pá
8,枋,fāng
8,枥,lì
8,枇,pí
8,杪,miǎo
8,枘,ruì
8,枨,chéng
8,枧,jiǎn
8,㭎,gāng
8,杻,chǒu
8,枅,jī
8,枍,yì
9,查,chá
9,标,biāo
9,某,mǒu
9,树,shù
9,架,jià
9,染,rǎn
9,柳,liǔ
9,柔,róu
9,柏,bǎi
9,柱,zhù
9,柯,kē
10,柴,chái
8,柜,guì
9,栏,lán
9,枯,kū
9,柄,bǐng
9,栋,dòng
9,栅,zhà
9,柬,jiǎn
9,栈,zhàn
9,柿,shì
9,枷,jiā
9,柠,níng
9,柑,gān
9,柚,yòu
9,柩,jiù
9,枸,gǒu
9,栉,zhì
9,栎,lì
9,枰,píng
9,柞,zhà
9,枳,zhǐ
9,柢,dǐ
9,栀,zhī
9,柘,zhè
9,枵,xiāo
9,栌,lú
9,柙,xiá
9,栊,lóng
9,柰,nài
9,柽,chēng
9,柝,tuò
9,柒,qī
9,柁,duò
9,柃,líng
9,柈,bàn
9,㭕,qū
9,柷,chù
9,柊,zhōng
9,枹,bāo
9,栐,yǒng
9,柖,sháo
9,枲,xǐ
10,样,yàng
10,格,gé
10,根,gēn
10,案,àn
10,校,xiào
10,核,hé
10,桌,zhuō
10,桥,qiáo
10,桑,sāng
10,档,dàng
10,桃,táo
10,桂,guì
10,框,kuāng
10,栽,zāi
10,栖,qī
10,株,zhū
10,桩,zhuāng
10,桓,huán
10,栗,lì
10,桐,tóng
10,栓,shuān
10,桨,jiǎng
10,桔,jú
10,桅,wéi
10,桢,zhēn
10,栩,xǔ
10,桦,huà
10,桀,jié
10,桧,guì
10,栾,luán
10,桎,zhì
10,桠,yā
10,桉,ān
10,桁,héng
10,桡,ráo
10,桤,qī
10,桕,jiù
10,栲,kǎo
10,栳,lǎo
10,桄,guāng
10,栝,guā
10,栟,bēn
10,栻,shì
10,𬂩,jiā
10,栴,zhān
10,栒,xún
10,桊,juàn
11,检,jiǎn
11,梦,mèng
11,梅,méi
11,梁,liáng
11,械,xiè
11,梯,tī
11,桶,tǒng
11,梭,suō
11,梳,shū
11,梢,shāo
11,梗,gěng
11,梨,lí
11,梵,fàn
11,梧,wú
11,梓,zǐ
10,梆,bāng
11,梏,gù
11,棂,líng
11,桴,fú
11,桷,jué
11,桫,suō
10,梃,tǐng
11,梿,lián
11,棁,zhuō
10,梠,lǚ
10,梴,chān
11,梼,táo
11,梽,zhì
11,桲,po
11,梾,lái
11,桯,tīng
11,梣,cén
11,梌,tú
11,桹,láng
12,森,sēn
12,植,zhí
12,椅,yǐ
12,棉,mián
12,棋,qí
12,棵,kē
12,棍,gùn
12,棒,bàng
12,棚,péng
12,椎,chuí
12,棠,táng
12,棺,guān
12,棕,zōng
12,棘,jí
12,棱,léng
12,椒,jiāo
12,椭,tuǒ
12,椋,liáng
12,棣,dì
12,椤,luó
12,椁,guǒ
12,棹,zhào
12,棼,fén
12,棰,chuí
12,椟,dú
12,椠,qiàn
12,椐,jū
11,棻,fēn
12,椪,pèng
12,棤,cuò
12,棽,shēn
12,棫,yù
12,椓,zhuó
12,椑,bēi
12,𬃊,zhì
12,椆,chóu
12,棓,bàng
12,棬,quān
12,棪,yǎn
12,椀,wǎn
12,棐,fěi
12,棨,qǐ
13,概,gài
13,楚,chǔ
13,楼,lóu
13,楞,léng
13,榆,yú
13,楷,kǎi
13,榄,lǎn
13,楠,nán
13,楔,xiē
12,椰,yē
13,榈,lǘ
13,楣,méi
13,椿,chūn
12,榔,láng
13,榘,jǔ
13,椽,chuán
13,榉,jǔ
13,楂,zhā
13,楹,yíng
13,楫,jí
13,椴,duàn
13,榇,chèn
13,楸,qiū
13,楦,xuàn
13,楝,liàn
12,楮,chǔ
13,椹,shèn
13,榀,pǐn
13,楱,zòu
12,楗,jiàn
13,楯,dùn
13,楪,yè
13,榃,tán
13,榅,wēn
13,楒,sī
13,楩,pián
13,椸,yí
13,楙,mào
4,欠,qiàn
14,歌,gē
14,歉,qiàn
16,歙,shè
6,次,cì
6,欢,huān
7,欤,yú
8,欧,ōu
